ID,componentindex,CF_kingdom,CF_MFramework,CF_superclass,CF_class,CF_subclass,CF_Dparent,Compound_Name,feature
121413,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121413
121414,1221,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,121414
121421,932,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Macrolactams,,121421
121422,932,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Macrolactams,,121422
121428,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121428
121429,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121429
121430,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121430
121432,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121432
121433,932,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Macrolactams,,121433
121435,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121435
121444,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121444
121446,932,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Macrolactams,,121446
121447,663,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121447
121452,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121452
121460,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121460
121478,444,Organic compounds,Aromatic heteropolycyclic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,121478
121479,279,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Oligopeptides,,121479
121480,1011,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,,Delta amino acids and derivatives,,121480
121481,2436,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Aromatic monoterpenoids,,121481
121486,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121486
121542,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121542
121543,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121543
121544,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121544
121545,1173,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aromatic monoterpenoids,,121545
121546,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121546
121547,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121547
121548,1011,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,,Delta amino acids and derivatives,,121548
121549,2436,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Aromatic monoterpenoids,,121549
121552,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121552
121554,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121554
121556,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121556
121561,816,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Organooxygen compounds,,Alkyl-phenylketones,,121561
121565,1668,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121565
121570,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121570
121572,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121572
121594,873,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121594
121596,455,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Diterpenoids,Diterpenoids,,121596
121597,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121597
121598,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121598
121599,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121599
121600,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121600
121655,342,Organic compounds,Aliphatic acyclic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Tetraalkylammonium salts,,121655
121658,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121658
121659,2436,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Aromatic monoterpenoids,,121659
121663,237,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121663
121664,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121664
121665,275,Organic compounds,Aliphatic acyclic compounds,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,,121665
121667,237,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121667
121672,-1,no matches,no matches,no matches,no matches,no matches,no matches,"5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-8-enyl]benzene-1,3-diol",121672
121698,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121698
121707,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121707
121708,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121708
121710,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121710
121712,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121712
121715,1645,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",,121715
121717,-1,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,,121717
121718,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121718
121723,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121723
121729,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121729
121731,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121731
121732,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121732
121744,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121744
121747,692,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,121747
121753,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121753
121754,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121754
121756,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121756
121758,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121758
121761,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121761
121765,692,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,121765
121774,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121774
121777,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121777
121778,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121778
121816,730,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Oxepanes,,121816
121820,326,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,121820
121822,174,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,"2,3,5-trisubstituted thiophenes",,121822
121829,-1,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Cyclic peptides,,121829
121836,1019,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Diterpenoids,,121836
121837,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121837
121838,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121838
121839,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121839
121843,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121843
121844,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121844
121845,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121845
121847,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121847
121848,280,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Kaurane diterpenoids,,121848
121849,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121849
121850,1645,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",,121850
121854,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121854
121856,280,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Kaurane diterpenoids,,121856
121864,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121864
121865,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121865
121866,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121866
121876,2581,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,Ergosterols and derivatives,,121876
121904,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121904
121926,663,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121926
121927,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121927
121929,1111,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,Stigmastanes and derivatives,,121929
121931,1084,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Diphenylmethanes,,121931
121935,444,Organic compounds,Aromatic heteropolycyclic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,121935
121938,1347,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121938
121939,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121939
121941,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121941
121942,973,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,121942
121943,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121943
121944,132,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121944
121945,973,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,121945
121946,1347,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121946
121947,132,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121947
121948,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121948
121949,1347,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121949
121950,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121950
121951,1084,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Diphenylmethanes,,121951
121953,132,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121953
121960,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121960
121962,132,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,121962
121965,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121965
121973,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121973
